,Genotype,Num_ID,Isolate,Tray,Time,Image,Lesion.0.m.cx,Lesion.0.m.cy,Lesion.0.m.majoraxis,Lesion.0.m.eccentricity,Lesion.0.m.theta,Lesion.0.s.area,Lesion.0.s.perimeter,Lesion.0.s.radius.mean,Lesion.0.s.radius.sd,Lesion.0.s.radius.min,Lesion.0.s.radius.max,Lesion.red.m.cx,Lesion.red.m.cy,Lesion.red.m.majoraxis,Lesion.red.m.eccentricity,Lesion.red.m.theta,Lesion.grn.m.cx,Lesion.grn.m.cy,Lesion.grn.m.majoraxis,Lesion.grn.m.eccentricity,Lesion.grn.m.theta,Lesion.blu.m.cx,Lesion.blu.m.cy,Lesion.blu.m.majoraxis,Lesion.blu.m.eccentricity,Lesion.blu.m.theta,Lesion.redgrn.m.cx,Lesion.redgrn.m.cy,Lesion.redgrn.m.majoraxis,Lesion.redgrn.m.eccentricity,Lesion.redgrn.m.theta,Lesion.redblu.m.cx,Lesion.redblu.m.cy,Lesion.redblu.m.majoraxis,Lesion.redblu.m.eccentricity,Lesion.redblu.m.theta,Lesion.grnblu.m.cx,Lesion.grnblu.m.cy,Lesion.grnblu.m.majoraxis,Lesion.grnblu.m.eccentricity,Lesion.grnblu.m.theta,Lesion.Bred.m.cx,Lesion.Bred.m.cy,Lesion.Bred.m.majoraxis,Lesion.Bred.m.eccentricity,Lesion.Bred.m.theta,Lesion.Bgrn.m.cx,Lesion.Bgrn.m.cy,Lesion.Bgrn.m.majoraxis,Lesion.Bgrn.m.eccentricity,Lesion.Bgrn.m.theta,Lesion.Bblu.m.cx,Lesion.Bblu.m.cy,Lesion.Bblu.m.majoraxis,Lesion.Bblu.m.eccentricity,Lesion.Bblu.m.theta,Lesion.Bredgrn.m.cx,Lesion.Bredgrn.m.cy,Lesion.Bredgrn.m.majoraxis,Lesion.Bredgrn.m.eccentricity,Lesion.Bredgrn.m.theta,Lesion.Bredblu.m.cx,Lesion.Bredblu.m.cy,Lesion.Bredblu.m.majoraxis,Lesion.Bredblu.m.eccentricity,Lesion.Bredblu.m.theta,Lesion.Bgrnblu.m.cx,Lesion.Bgrnblu.m.cy,Lesion.Bgrnblu.m.majoraxis,Lesion.Bgrnblu.m.eccentricity,Lesion.Bgrnblu.m.theta,Leaf.0.m.cx,Leaf.0.m.cy,Leaf.0.m.majoraxis,Leaf.0.m.eccentricity,Leaf.0.m.theta,Leaf.0.s.area,Leaf.0.s.perimeter,Leaf.0.s.radius.mean,Leaf.0.s.radius.sd,Leaf.0.s.radius.min,Leaf.0.s.radius.max,Leaf.red.m.cx,Leaf.red.m.cy,Leaf.red.m.majoraxis,Leaf.red.m.eccentricity,Leaf.red.m.theta,Leaf.grn.m.cx,Leaf.grn.m.cy,Leaf.grn.m.majoraxis,Leaf.grn.m.eccentricity,Leaf.grn.m.theta,Leaf.blu.m.cx,Leaf.blu.m.cy,Leaf.blu.m.majoraxis,Leaf.blu.m.eccentricity,Leaf.blu.m.theta,Leaf.redgrn.m.cx,Leaf.redgrn.m.cy,Leaf.redgrn.m.majoraxis,Leaf.redgrn.m.eccentricity,Leaf.redgrn.m.theta,Leaf.redblu.m.cx,Leaf.redblu.m.cy,Leaf.redblu.m.majoraxis,Leaf.redblu.m.eccentricity,Leaf.redblu.m.theta,Leaf.grnblu.m.cx,Leaf.grnblu.m.cy,Leaf.grnblu.m.majoraxis,Leaf.grnblu.m.eccentricity,Leaf.grnblu.m.theta,Leaf.Bred.m.cx,Leaf.Bred.m.cy,Leaf.Bred.m.majoraxis,Leaf.Bred.m.eccentricity,Leaf.Bred.m.theta,Leaf.Bgrn.m.cx,Leaf.Bgrn.m.cy,Leaf.Bgrn.m.majoraxis,Leaf.Bgrn.m.eccentricity,Leaf.Bgrn.m.theta,Leaf.Bblu.m.cx,Leaf.Bblu.m.cy,Leaf.Bblu.m.majoraxis,Leaf.Bblu.m.eccentricity,Leaf.Bblu.m.theta,Leaf.Bredgrn.m.cx,Leaf.Bredgrn.m.cy,Leaf.Bredgrn.m.majoraxis,Leaf.Bredgrn.m.eccentricity,Leaf.Bredgrn.m.theta,Leaf.Bredblu.m.cx,Leaf.Bredblu.m.cy,Leaf.Bredblu.m.majoraxis,Leaf.Bredblu.m.eccentricity,Leaf.Bredblu.m.theta,Leaf.Bgrnblu.m.cx,Leaf.Bgrnblu.m.cy,Leaf.Bgrnblu.m.majoraxis,Leaf.Bgrnblu.m.eccentricity,Leaf.Bgrnblu.m.theta,Lesion.Size,Leaf.Size,Lesion.Prop,Leaf.Grn,Leaf.Ylw,Lesion.Grn,Lesion.Ylw,Area.cm,Area.mm,Botrydial_HL,X0,AT1G22410,AT1G22410.1,AT4G39980,AT4G33510,AT5G66120,AT1G48860.CIS2,AT1G48860.CIS1,AT1G48850
32,1.14.1,81,T7,T3,72,T3_IMG_9525_C.jpg,1189.92402,2011.161765,25.94152042,0.628708285,0.101687714,408,66,10.94472355,1.21410286,8.545575434,13.17813428,1189.959958,2011.300443,25.49443139,0.627382521,0.089582186,1189.980265,2011.357804,26.0931846,0.639290724,0.098692201,1189.93844,2011.676442,26.04880954,0.666906658,0.104635893,1190.713644,2013.158926,24.07407419,0.725441177,0.026984533,1189.915921,2010.631229,23.90113876,0.571525874,-0.143329789,1190.234194,2011.999865,28.90345757,0.722512541,-0.028035847,1190.178207,2012.122908,24.3544909,0.611776356,-0.000518583,1190.182751,2012.457955,26.07612818,0.676438448,0.041667316,1190.14568,2014.283707,26.24797619,0.876286029,0.05768704,1191.991944,2018.461834,20.97323169,0,-0.241817008,1190.349223,2010.825617,24.44152291,0.755181418,-0.840970003,1198.064283,2043.472085,61.99883819,0,-0.291875638,1244.746526,1987.951951,332.6446855,0.93389616,0.134438987,30011,815,111.8624955,40.67922808,50.26287623,189.8457745,1248.503843,1988.32133,334.0444778,0.938594199,0.131979716,1247.22325,1988.012111,332.6129518,0.937268383,0.132742455,1250.93003,1988.870303,338.9494928,0.941613013,0.131264778,1294.915626,1994.146315,376.8869873,0.96232642,0.112235256,1424.093669,2008.379315,0,0,-1.422596076,1259.451303,1986.937491,282.0672174,0.947830486,0.124993334,1255.627041,1988.424681,336.1804018,0.946072351,0.135361613,1253.147459,1988.123191,335.3669182,0.942971717,0.134644269,1261.899591,1988.643251,319.7265149,0.959148262,0.149867833,1408.681853,1996.722081,0,0,-1.533516679,1302.251495,1991.771177,374.5924136,0,0.152668486,1242.116185,1987.090197,352.3741916,0.974897252,0.109562375,408,30011,0.013595015,27962,1636,17,191,4.213039914,42.13039914,1,NA,0,1,0,0,0,0,0,0
33,1.14.1,84,1.02.01,T1,72,T1_IMG_9519_C.jpg,3313.888889,1902.111111,8.326664,0.559812749,0.785398163,45,21,3.339159256,0.377534731,2.860712056,4.247448214,3313.815151,1902.031807,8.639157134,0.594699285,0.784177557,3313.810965,1902.054971,8.698327854,0.597468605,0.784651308,3313.785192,1901.900366,8.997479922,0.6290823,0.760497615,3313.117803,1900.958843,8.445805476,0.692162458,0.625835506,3312.19745,1901.828056,14.36851674,0.793089493,0.917491849,3311.952972,1902.774433,16.86412762,0.876220105,0.897043727,3312.369695,1901.080977,11.96438559,0.764971685,0.90074547,3310.637681,1900.482098,13.46133629,0.891408429,1.266627746,3317.226022,1904.731779,1.043255419,0,-0.865531129,3316.51596,1905.551365,7.844524111,0,-0.689932043,3314.974541,1902.20434,4.220228042,0,-0.92655281,3314.720866,1902.089273,4.270646892,0,-0.915213761,3329.326297,1883.810192,437.8536929,0.980182937,0.183068646,28376,1012,129.4188062,61.27071868,40.56027698,240.409852,3320.530889,1882.424538,432.7645552,0.981055431,0.180350058,3323.518261,1882.885804,432.5153256,0.98088311,0.181492709,3313.786031,1881.847297,439.1823902,0.981453959,0.177213545,3270.154927,1873.143735,392.8788149,0.983478924,0.170331077,4485.58469,2074.891666,312.0164852,0,-1.411249148,3284.908934,1875.630537,294.7504384,0.987901348,0.166095042,3318.298401,1882.457093,435.7161326,0.983393968,0.181935816,3321.835739,1882.941039,437.0590871,0.982789315,0.182876821,3308.420874,1882.071249,411.099635,0.985174328,0.17682409,3269.085539,1873.888282,412.4556665,0.99417685,0.172401173,4195.389113,2020.52639,257.7683921,0,-1.424063152,3265.37751,1872.41382,171.109769,0.994344929,0.01368513,45,28376,0.001585847,25814,2517,13,32,3.983513398,39.83513398,0,NA,0,1,0,0,0,0,0,0
34,1.14.1,34,KernB2,T4,96,IMG_9530_T4_C_OG.jpg,3208.075,537.8845238,38.810832,0.69998489,0.365330626,840,99,16.08741726,2.104024938,12.1335333,20.55395472,3208.297639,537.8961901,38.85175769,0.682871938,0.383075466,3208.311372,537.8008095,39.84396738,0.690224302,0.386015907,3208.490363,537.2718855,38.29882025,0.669733647,0.394463512,3206.691054,538.615106,48.14670198,0.535710891,0.614896644,3210.959579,539.5581195,39.40619099,0.562312492,0.676805427,3201.142381,538.5593335,0,0,-1.044277662,3208.526359,537.9093096,39.61827139,0.667145372,0.396452726,3208.678131,537.4382513,41.72473184,0.676967365,0.423808901,3209.216295,536.4029306,40.26861372,0.697521539,0.433114654,3206.380616,540.1515771,13.97328062,0.582036126,1.400602833,3218.58842,550.0138076,54.94284906,0,-0.961932779,3204.912015,539.4123196,23.10144706,0,0.163895663,3203.604173,509.9151443,319.6890243,0.922676692,0.284921458,30051,754,108.2258879,36.74071728,52.70890946,177.6414622,3197.957326,508.1061471,317.3290927,0.922356929,0.27540558,3200.118013,508.5214951,317.7043523,0.921962306,0.276290302,3194.191434,506.0183167,331.5842744,0.927660462,0.270259166,3182.502567,513.3152491,333.5262287,0.947687688,0.336859021,7215.206882,1912.126665,0,0,-1.236631299,3165.083703,493.6399106,192.8151503,0.888279627,-0.256268253,3197.83215,508.0773563,310.3766279,0.923178846,0.274451609,3199.363676,508.9232233,313.0807341,0.920813566,0.273769462,3193.26483,507.4307328,307.7925633,0.933527402,0.27356934,3177.277991,535.6429491,92.33432685,0,1.101582714,2927.561674,380.1359537,198.5508028,0,-1.076008789,3169.677653,491.5500272,306.3776208,0.925535537,0.093511477,840,30051,0.027952481,24579,4389,0,393,4.218655241,42.18655241,0,NA,0,1,0,0,0,0,0,0
35,1.14.1,32,Molly,T1,72,T1_IMG_9519_C.jpg,3287.335946,716.3482643,35.00902342,0.363271759,-0.451757692,893,97,16.42348812,0.928371949,14.43738519,18.03675939,3287.657957,716.4439048,35.0735757,0.367608172,-0.475941851,3287.622898,716.3860071,35.55479473,0.354125142,-0.494238425,3288.106289,716.4592545,35.18217684,0.322970781,-0.626038945,3289.990456,716.7606679,36.78538168,0.437849289,-1.234155672,3287.372505,716.9766034,39.1548896,0.632159895,-0.336443288,3291.103316,717.8638342,56.34387853,0.626974537,-0.358426156,3287.835275,716.6783155,35.9482566,0.386508968,-0.528344307,3287.855811,716.4978321,36.83311611,0.335950395,-0.651962616,3288.469326,716.7981438,37.39056429,0.325818849,-1.046486095,3290.768108,717.9189661,43.42626979,0.5892961,-1.214071592,3286.031389,718.4571436,51.25904591,0.970998535,-0.215712998,3284.018838,716.5980357,0,0,1.386866782,3235.041837,709.4538626,305.2802384,0.934146938,-0.016007169,25695,732,99.22011169,34.40895392,46.19848949,160.1241148,3231.937094,709.8610939,304.267643,0.938808145,-0.011668343,3232.761665,709.6585809,303.8172264,0.93729924,-0.013790763,3227.083336,711.1228778,309.6471858,0.943297091,-0.004634644,3201.318902,714.0311183,318.6453048,0.951921211,-0.017143142,3573.673133,651.202529,337.1595986,0,1.400246383,3220.118653,711.0737585,249.8504263,0.953114598,0.012490199,3230.5632,710.9891472,297.7069418,0.944844794,-0.019782553,3231.133214,710.7275344,299.5394307,0.941290517,-0.020803724,3218.768545,716.7639704,277.6080473,0.975573331,0.021731765,3175.84472,719.7938215,176.8040704,0,-0.591042632,3661.214032,619.0944721,319.2227151,0,1.421708539,3220.097152,707.8461252,295.1764984,0.970454093,0.062695253,893,25695,0.034753843,23883,890,242,422,3.607146066,36.07146066,1,NA,0,1,0,0,0,0,0,0
36,1.14.1,22,KernB2,T6,96,IMG_9532_T6_C_OG.jpg,3099.103321,330.2200427,102.7946461,0.763652626,0.259435758,5149,299,40.67934696,7.876806277,27.45886857,58.51623705,3096.958262,330.4132397,107.4833552,0.790285887,0.271042665,3096.956445,330.6372955,108.0024546,0.787151746,0.273738267,3097.501331,329.8371185,100.1544439,0.782114642,0.285058533,3079.638593,330.3295919,133.1149457,0.88052742,0.343507242,3086.954926,332.1197795,129.2857414,0.847063298,0.380002548,2870.493391,383.3170196,241.5824208,0,1.277297096,3096.967626,330.7021351,109.1085883,0.787209159,0.261708712,3097.10723,330.7578269,110.248221,0.788716163,0.267234278,3095.556307,331.429712,100.8624046,0.822925902,0.325466345,3080.341865,333.7951388,151.4912336,0.871466666,0.281182275,3088.517478,334.7566252,137.9740077,0.813243014,0.340610179,3182.793388,292.99578,0,0,1.348009918,3055.249276,335.9342619,363.9579288,0.966798209,0.324917133,23837,839,112.1260919,51.82603058,35.61246752,205.4280044,3054.411179,333.4822479,359.9748899,0.968242314,0.318832085,3053.626816,334.9739578,363.6969572,0.968818315,0.326212472,3042.115933,330.1801153,384.9131048,0.972843881,0.310314987,3034.493807,321.7557969,349.9330327,0.974663373,0.277458051,3089.651495,307.3462065,23.82752538,0,0.594072604,3075.301693,335.6025714,247.3523275,0.974989542,0.471669446,3054.055382,332.2788833,361.284577,0.968828318,0.317810902,3052.875031,334.2335371,365.251263,0.968906721,0.324566383,3041.463338,328.7715579,370.326565,0.974785462,0.302651759,3030.214678,319.1444469,379.8473331,0.979235986,0.268593867,3110.51477,279.5696172,0,0,1.088678424,3078.694138,329.9176445,201.2317749,0,0.56279584,5149,23837,0.216008726,11779,5713,24,1030,3.346314099,33.46314099,0,NA,0,1,0,0,0,0,0,0
37,1.14.1,20,Molly,T3,96,IMG_9529_T3_C_OG.jpg,3276.37799,725.0526316,43.16274687,0.694797191,0.276159162,1045,112,17.98322991,2.276935826,14.66133416,22.88147421,3276.398052,724.7663224,43.25769235,0.698993624,0.269712916,3276.466037,724.87071,44.32423307,0.699238197,0.280005918,3276.507978,724.4063529,43.2789105,0.691338824,0.286170146,3276.797328,722.3816912,49.25232948,0.747640428,0.26645129,3275.828827,726.5299255,44.09170611,0.787320484,0.184714674,3278.127226,728.2366364,59.25964985,0.800735413,0.214791282,3276.307248,724.6698457,43.32960804,0.681643524,0.246263827,3276.381857,724.8224502,45.02766784,0.658488456,0.267426192,3276.176967,724.151397,42.39426134,0.585034056,0.24975831,3276.141337,721.5001179,50.37740504,0.609727295,0.133888289,3276.436362,736.2544768,50.70058823,0,0.072939901,3225.338573,561.6733398,0,0,-0.336940866,3235.077331,729.3375399,394.793524,0.961181057,0.433591085,32251,870,123.4175794,51.89040705,48.20505137,215.5654645,3231.544227,726.17747,389.7347402,0.963210062,0.430632476,3232.625395,727.3372282,390.7564861,0.962528434,0.431718147,3226.240838,723.5966751,395.0779205,0.966048798,0.431491753,3205.779703,714.4653969,351.9035061,0.959067793,0.425324907,3870.346585,1310.864818,410.4139823,0,-0.821743344,3215.56656,710.8068695,337.6609817,0.979490325,0.375572725,3230.634511,726.5498823,385.864763,0.964226299,0.431594481,3231.579047,727.6193676,389.1009686,0.963027424,0.432607985,3225.612044,725.7566976,363.9284425,0.974210755,0.439076212,3220.474579,714.7713987,369.1893718,0.97786989,0.413351177,3402.558409,878.0635769,298.7611741,0,-0.747802477,3204.87245,699.4950851,320.6685687,0,0.320706561,1045,32251,0.032402096,28453,2730,139,557,4.527498259,45.27498259,1,NA,0,1,0,0,0,0,0,0
38,1.14.1,53,1.04.17,T4,96,IMG_9530_T4_C_OG.jpg,3185.463935,1208.112767,78.42337814,0.778483284,-0.052699405,2953,198,30.63099425,5.654368835,20.21719443,40.10387524,3185.597137,1206.736779,78.47832831,0.770732809,-0.046031377,3185.782936,1206.970829,80.19123992,0.776551683,-0.054904895,3185.291235,1207.589856,74.59826624,0.735934737,-0.087867015,3184.858576,1200.387787,90.69087535,0.808220768,-0.004505371,3192.893216,1184.37426,86.25006822,0,0.213800158,3117.285803,1347.855763,0,0,0.482511804,3185.3495,1207.317548,79.69795903,0.743633057,-0.055111076,3185.76804,1207.745431,81.97862742,0.755500362,-0.066168842,3184.893976,1207.161202,74.57895475,0.725338728,-0.160927727,3185.899389,1184.159212,106.4441992,0,0.046494912,3187.273518,1191.252862,103.4993262,0.948046925,0.023357019,2934.374949,1592.353782,0,0,0.601225657,3155.575728,1181.5435,353.1558899,0.962376533,-0.038568519,25816,769,107.1466797,44.33988992,40.55151472,187.1327529,3156.688128,1182.122819,346.6207957,0.964289172,-0.036871015,3156.553398,1181.52635,349.0995298,0.964434544,-0.040748595,3150.975357,1183.149626,350.2599722,0.964530968,-0.029138328,3148.591683,1186.666875,291.7254665,0.959404205,0.011887789,2183.000328,959.9737569,705.4543452,0,-1.324134899,3185.872749,1178.382909,299.716555,0.996609694,-0.081144426,3156.537875,1182.192148,347.6168858,0.96362775,-0.03638632,3156.249546,1181.465215,351.1300592,0.963825782,-0.041323147,3152.912037,1183.997376,332.5262704,0.96499162,-0.026326777,3161.354109,1204.912375,0,0,0.534169024,2964.748722,1144.154546,370.7365237,0,-1.039512145,3190.92032,1177.741372,254.9506551,0,-0.118363638,2953,25816,0.114386427,19595,3191,186,1908,3.624132432,36.24132432,0,NA,0,1,0,0,0,0,0,0
39,1.14.1,20,Molly,T5,72,T5_IMG_9521_C.jpg,3051.893793,675.1241379,32.14443573,0.437557704,0.090357305,725,88,14.71270545,0.894130721,12.79330476,16.57450154,3051.753641,675.0185329,32.79892961,0.49639919,0.16599563,3051.753637,674.8700982,33.4554758,0.497974087,0.153253689,3052.04256,675.4055504,33.89402364,0.516817807,0.124903137,3049.69195,673.0857604,40.66993788,0.76272163,0.233501785,3051.356311,674.3778376,31.77775972,0.514068733,0.305971562,3050.981787,672.9254179,37.58153587,0.608976238,0.237451541,3051.74427,675.101713,33.83088317,0.557972467,0.228440797,3051.709847,674.5591986,35.61297766,0.555178235,0.19899687,3052.221127,675.6955202,36.7309976,0.505386038,0.101131623,3047.996132,670.6984106,58.70612248,0.920357071,0.251680975,3050.981753,674.4593768,30.93731109,0.690089548,0.428129248,3049.547886,668.7872555,48.42101994,0.847177865,0.163708874,3082.23997,673.5118123,317.1912934,0.968853125,-0.102094281,18794,773,99.99897884,41.89189843,37.57679653,175.3262163,3079.790431,673.0944441,317.2205113,0.971342765,-0.095726073,3080.011724,673.254714,315.6903901,0.970426951,-0.097633772,3085.711465,672.9274058,327.7611358,0.97154501,-0.09705441,3059.492773,673.4481638,316.9848695,0.980205955,-0.084633292,3052.684244,670.8396246,263.5035735,0.986111248,-0.093628946,3059.596995,672.978798,271.2000789,0.972146931,-0.096452977,3077.10126,673.1829651,312.2238872,0.975047323,-0.091340304,3077.434368,673.5811774,312.4050436,0.972864654,-0.095899355,3077.771286,675.42263,306.1474016,0.983180024,-0.08643267,3035.575632,677.9238679,248.757923,0,-0.034780519,3075.502087,664.2187516,331.3880841,0.993224495,-0.06127105,3073.596549,667.6001956,312.2984672,0.97878459,-0.085277144,725,18794,0.038576141,10559,7507,0,425,2.638361672,26.38361672,1,NA,0,1,0,0,0,0,0,0
40,1.14.1,61,1.04.04,T1,96,IMG_9527_T1_C_OG.jpg,3257.371951,1322.546748,29.47032666,0.675937049,-0.412091343,492,76,12.10583069,1.66729972,8.583063268,15.39259994,3257.490912,1322.607145,29.27332068,0.693415126,-0.415174914,3257.241287,1322.716568,29.85252012,0.695573474,-0.406901794,3256.826405,1322.810339,30.4069591,0.72776321,-0.386240853,3255.813864,1324.90226,28.68126317,0.85704007,-0.36419043,3260.078748,1322.352909,24.80490129,0.810383332,-0.513808071,3256.277912,1325.463194,35.01314431,0.937211528,-0.224240117,3257.327189,1322.133608,28.88606599,0.735716122,-0.432066455,3256.758865,1322.52147,30.7441248,0.757026951,-0.392719717,3255.018906,1321.20082,33.16643851,0.891188841,-0.378020976,3243.383884,1328.076947,0,0,-1.562090426,3258.972937,1318.772273,21.97263434,0,-0.153016792,3270.742067,1321.254168,55.29837186,0,1.435246308,3245.783469,1351.913445,356.7943118,0.94643758,-0.061366475,31298,799,112.4981212,42.58056679,44.40033462,189.5638607,3250.628165,1351.910301,353.7487243,0.948754715,-0.065111385,3248.722582,1352.061408,354.1174605,0.948418737,-0.064463915,3252.553531,1351.750581,358.0777106,0.950516269,-0.062209642,3246.278126,1346.252473,394.0541381,0.96068699,-0.027415036,3153.992963,1349.40802,189.9124388,0.547155881,-0.250284572,3288.989008,1356.752325,257.3781382,0.98944338,-0.250505211,3248.753476,1352.473038,349.1354059,0.948149177,-0.072936095,3247.395799,1352.510294,351.4165731,0.947507654,-0.070245695,3249.233543,1352.158513,333.831183,0.9555531,-0.077962168,3227.907973,1324.150709,334.4376705,0,0.048776657,3142.940896,1345.981243,175.9708304,0,-1.434090769,3327.75995,1361.903022,171.3129874,0,-0.761623278,492,31298,0.015719854,30566,234,105,284,4.393713079,43.93713079,1,NA,0,1,0,0,0,0,0,0
41,1.14.1,76,1.03.18,T1,72,T1_IMG_9519_C.jpg,3316.786534,1726.426167,51.04900704,0.762388884,-0.281495566,1307,122,20.14098178,3.400743056,14.69572469,26.70231272,3315.728605,1726.582788,52.14185914,0.761826215,-0.272443595,3315.990815,1726.460476,52.66441418,0.762391053,-0.260399972,3316.480597,1726.088812,51.03855302,0.751595786,-0.227060501,3310.115392,1727.042593,53.56288061,0.725897416,-0.238399152,3315.839541,1730.059027,58.83326239,0.87028314,-0.492413792,3316.874477,1730.783694,70.95326109,0.879854682,-0.452200305,3315.003578,1726.945082,52.24046712,0.727982825,-0.192336979,3315.584715,1726.933546,53.2363131,0.73284334,-0.160541433,3316.54769,1726.503513,51.23962286,0.731281003,-0.0681727,3304.03239,1729.638922,55.50760499,0.937114107,0.762300135,3313.591432,1732.587429,74.79775033,0,-0.753900852,3319.906926,1742.37746,123.184383,0,-0.666639619,3296.708266,1701.688305,350.2658163,0.950123646,-0.328977821,28406,868,116.8122252,46.09762242,53.00540915,202.7624706,3296.352514,1703.689521,338.9078664,0.950493881,-0.324391766,3296.843111,1702.604474,341.915775,0.950885836,-0.326413946,3293.345883,1704.424694,348.1072479,0.954337557,-0.321750885,3293.384295,1712.998372,258.4631345,0.933616864,-0.289363685,3300.192011,1725.01228,134.42536,0,0.070584871,3305.820616,1702.404657,288.3590937,0.958292451,-0.307383345,3292.857882,1704.311519,336.9736289,0.953953431,-0.319914478,3293.676969,1703.037279,342.5139807,0.953752873,-0.323114599,3289.39138,1704.864805,310.7274359,0.958537342,-0.332763782,3282.736329,1716.153408,186.1750223,0.923846076,-0.464177197,3331.990771,1728.117798,121.9679638,0,-0.218557004,3319.507337,1704.221174,302.8600126,0.970289093,-0.267853165,1307,28406,0.046011406,22270,4746,1,534,3.987724894,39.87724894,1,NA,0,1,0,0,0,0,0,0
42,1.14.1,73,1.03.18,T2,72,T2_IMG_9520_C.jpg,3411.32491,1673.194946,40.30092544,0.474841445,0.87805861,1108,112,18.35656651,1.375563177,14.95414441,21.1867042,3411.477441,1673.328746,40.55795515,0.45709888,0.997402036,3411.500241,1673.324935,41.34371775,0.463220023,0.973770425,3411.704747,1673.687463,40.17976798,0.467963017,1.039535087,3412.74108,1674.154899,48.75636543,0.610001172,-1.534421697,3410.522409,1670.978857,42.4582099,0.498152147,0.361265672,3411.217523,1670.451279,52.3543242,0.550324993,0.381020187,3411.253616,1673.053419,42.16868324,0.496354766,1.153352485,3411.373384,1673.104819,43.63285353,0.490087305,1.106621002,3411.768528,1673.219396,42.38514949,0.523897821,1.138014879,3411.729384,1671.821644,62.00775936,0.747613864,1.569205035,3326.290927,1637.262232,0,0,-1.155883432,3420.098801,1674.667162,37.67019696,0,-1.409039699,3406.786755,1692.929735,270.3709887,0.909924096,-0.092494203,23269,668,93.25932178,28.99122375,52.25465686,147.5106047,3405.555263,1692.661774,268.1097729,0.913046078,-0.100352177,3405.992376,1692.901625,269.1158751,0.912802651,-0.096366047,3402.56026,1693.164077,272.1714569,0.913907252,-0.105560269,3386.291144,1691.204361,253.547952,0.936553429,-0.161949959,3402.752145,1687.365895,229.5731778,0.976399405,-0.204650576,3409.69536,1691.568538,253.6832434,0.92328135,-0.105986737,3401.956498,1692.7255,268.1370116,0.919445642,-0.106084504,3402.941621,1692.976541,270.3560855,0.917582155,-0.099573831,3395.793837,1692.989722,250.0943606,0.921835356,-0.126610418,3353.360351,1691.148206,156.8868818,0,-0.678944128,3433.408933,1688.189292,214.6426593,0.934632923,-0.122809352,3423.721245,1692.025611,260.8224006,0.923240156,-0.076529671,1108,23269,0.047617001,19735,2426,119,616,3.266576447,32.66576447,1,NA,0,1,0,0,0,0,0,0
43,1.14.1,86,1.02.01,T6,72,T6_IMG_9522_C.jpg,3071.320826,1856.22045,39.14536839,0.445378648,-0.148142022,1066,110,17.93714744,1.266242339,15.73649231,20.57361304,3071.852668,1856.387867,38.32813309,0.424330496,-0.255745342,3071.612604,1856.202074,39.08762831,0.431338398,-0.212120486,3072.018794,1856.275478,37.38622716,0.372674624,-0.450579979,3075.035851,1856.514335,36.54574044,0.569121599,-1.064297955,3074.446195,1858.338013,40.15689922,0.653638757,-0.739304554,3072.330063,1856.654003,44.78188298,0.530680816,-0.19739828,3072.338802,1856.311132,37.23979774,0.396071911,-0.467856041,3071.867846,1856.003375,38.88091398,0.410155186,-0.319984819,3072.534231,1856.19482,37.24222783,0.464505637,-1.026242787,3077.611288,1854.544693,35.09073186,0.907492775,-1.457469284,3080.887938,1858.942321,38.31665342,0,-1.099678603,3077.594503,1853.878717,56.82806943,0.7230001,0.048505005,3099.624419,1855.504157,381.5811378,0.967752004,-0.130153832,23457,853,115.9719863,53.54065685,21.31133777,214.2283343,3101.129248,1856.035271,379.0017884,0.96886361,-0.124885768,3099.346861,1855.891147,378.3535539,0.968449607,-0.129724075,3110.509866,1855.097763,386.2919631,0.969556385,-0.10700628,3092.674162,1860.620012,384.5261111,0.974046086,-0.091917254,2932.096711,1809.266833,367.5999655,0,-1.077264642,3091.686078,1860.781001,354.4714809,0.979701072,-0.146786447,3100.820442,1856.287006,377.5207315,0.969564591,-0.126007172,3098.590942,1856.226772,378.5515705,0.96881535,-0.1310873,3117.86301,1853.240374,364.6397877,0.97483461,-0.084885496,3121.441699,1855.443731,331.0616554,0.989458598,-0.135411709,2938.289157,1825.591381,332.5730428,0,-1.162917737,3098.465224,1864.033445,363.9430097,0.989194212,-0.119166342,1066,23457,0.045444857,21100,765,325,471,3.292968487,32.92968487,0,NA,0,1,0,0,0,0,0,0
